Name,RT [min],CCS,m/z meas.,M meas.,Original annotation,Molecular Formula,Annotations,AQ,Name for process,Lipidlynx bulk,Lipidlynx molecula species,Main Ion,ID confidence,Annotation Source,mSigma,MS/MS score,ppm,Structure,AQ Details,2,3,4,5,6,7,9,10,11,12,13,15,19,20,21,23,24,25,27,28,29,30,31,32,33,34,37,38,39,43,44,45,47,51,53,55,56,57,58,59,60,62,63,65,66,68,71,72,76,77,79,80,82,84,93,94
LPC 16:0_540.32991_1.95_[M+HCOO]-_High,1.95,238.7,540.32991,495.33171,LPC 16:0,C24H50NO7P,Lipid Species,20212,LPC 16:0_540.33_1.95_[M+HCOO]-_High,LPC(16:0),,[M+HCOO]-,High,,40.3,511.2,-1.509,,,0.820043,0.9968879,0.8235105,0.9751921,0.8250456,1.2482782,0.9355354,0.9818231,1.115911,0.990693,1.3834491,0.7589827,0.1047342,1.0532946,1.0860861,0.1490495,0.8579203,0.8736447,0.6718711,1.0141035,0.8170587,0.8717101,0.8599024,0.7932031,1.1373992,0.9178792,0.9867305,0.1107225,0.9732865,1.2848782,1.2561083,0.1099425,1.0456275,0.8475194,0.9276214,1.3418953,1.0538759,0.9243954,0.1177333,0.9847402,1.0666075,0.9527901,1.1618748,0.6250465,0.1167009,0.9409298,1.1009024,0.9289258,0.9266811,1.1155032,0.1373017,0.836048,0.1007351,1.2446972,0.7693019,0.9300404
LPC 16:1_494.32408_1.08_[M+H]+_High,1.08,226.6,494.32408,493.31686,LPC 16:1,C24H48NO7P,Lipid Species,20212,LPC 16:1_494.324_1.08_[M+H]+_High,LPC(16:1),,[M+H]+,High,,17.5,789,-0.137,,,1.120478,1.3838311,0.9097252,1.0085373,1.3430315,1.1256978,1.1174081,1.0285391,1.2898185,0.855314,0.9471124,1.116223,1.1127941,1.53661,1.1697878,1.6070647,1.1230021,1.3099463,1.343899,1.1026838,1.2218415,1.2319622,0.7818254,0.8256158,1.1772207,0.9748279,1.1138711,0.997845,1.1629682,1.0820653,1.1102921,0.8635559,1.3239495,1.0097336,1.1246659,1.2651808,1.3898344,1.2686402,1.0211395,1.209091,1.2931388,1.2592253,1.1175451,1.0215133,1.2398589,1.365485,0.9964587,1.1691399,1.4100491,0.9858857,1.8122457,1.3247099,1.0583452,0.9800919,1.1763886,1.286438
LPC 16:1_538.31386_1.08_[M+HCOO]-_High,1.08,235.7,538.31386,493.31565,LPC 16:1,C24H48NO7P,Lipid Species,10222,LPC 16:1_538.314_1.08_[M+HCOO]-_High,LPC(16:1),,[M+HCOO]-,High,,27.2,853.9,-2.205,,,1.1723205,1.2702971,0.9770612,1.0451224,1.1086935,1.1178272,1.3407295,1.0425721,1.3754904,0.7625967,1.0790796,0.8632191,1.177479,1.6456289,1.3745715,1.7383522,1.0914349,1.1113319,1.0735474,1.1338762,1.0336676,1.0706887,0.7655618,0.8652842,1.1793815,0.9461592,0.9511713,1.0887635,0.914085,1.0347084,1.0732949,0.9470976,1.4135761,1.0559424,1.2402396,1.3063418,1.2643843,1.1899771,1.0407339,1.1889546,0.9899932,1.1537777,1.1189204,0.9921295,1.3074961,1.3427059,1.1046336,1.1136203,1.2108597,0.940893,1.1006314,1.2437525,1.1687536,0.8980912,0.9967479,0.9932772
LPC 17:0_554.3457_1.53_[M+HCOOH-H]-_High,1.53,242.4,554.3457,509.3475,LPC 17:0,C25H52NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20222,LPC 17:0_554.346_1.53_[M+HCOOH-H]-_High,LPC(17:0),,[M+HCOOH-H]-,High,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,19.2,929.8,-1.207,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3",MS/MS: Library,0.877356,0.9152317,0.914939,1.2468284,0.9751327,1.0629874,0.8453827,0.9283843,1.1832057,0.9133442,1.1825442,0.9195741,0.1268946,0.9875181,1.1025275,1.8343468,1.2207539,1.2832359,0.6109685,1.0134306,0.949685,1.4310598,0.8917358,0.794472,0.9643538,0.8009086,0.9072034,1.0036144,0.7913303,1.5245481,1.3680423,1.2411518,1.1704485,0.8175371,1.1347772,1.2625028,1.1664366,1.3905283,1.2046656,0.8895724,0.1347896,1.0818482,1.4099707,0.8271089,1.190255,1.2789711,0.9813408,0.9007208,1.0485482,0.7138275,0.166353,0.8883481,0.8641777,0.9829166,0.8498083,1.0737081
LPC 17:0_554.34626_1.61_[M+HCOOH-H]-_High,1.61,242.2,554.34626,509.34806,LPC 17:0,C25H52NO7P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20222,LPC 17:0_554.346_1.61_[M+HCOOH-H]-_High,LPC(17:0),,[M+HCOOH-H]-,High,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,14.7,706.4,-0.077,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3",MS/MS: Library,1.0079749,0.9563818,0.9456231,1.2548456,0.9469297,1.0934779,0.9662034,0.9181835,1.1993188,0.8337442,1.2806212,0.8666499,0.928025,1.0703406,1.1546899,1.9498421,1.0761047,0.965045,0.7543519,0.9977576,0.8856067,1.2631825,0.8685226,1.001175,1.0683373,0.7652643,1.0766263,1.1805039,1.2693907,1.3808569,1.2390047,0.9142487,1.1436207,1.0423813,1.2286834,1.2682726,1.1357588,1.0151999,1.0428577,0.8558319,1.2186026,0.9619689,1.1546848,0.8634692,1.0981493,1.2153079,1.010698,0.9991421,0.9903619,0.9606101,0.9950752,0.8678197,1.0409701,0.9053171,0.9216271,1.0203569
LPC 17:0-SN1_510.35546_1.54_[M+H]+_High,1.54,235.2,510.35546,509.34818,LPC 17:0-SN1,C25H52NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp",20222,LPC 17:0-SN1_510.355_1.54_[M+H]+_High,LPC(17:0),,[M+H]+,High,MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp,8.9,992.8,0.077,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3",MS/MS: Library,0.08213546,0.10605512,1.06002892,1.2819493,1.15576419,1.01590883,1.18480437,0.60391339,1.19008328,0.12249205,1.1064942,0.74411188,0.09537153,1.01736397,1.05801657,2.12017968,1.20802572,1.42404426,0.0906915,0.77656569,0.96409948,1.18653646,0.55077769,0.10969593,1.0334329,0.08809264,0.10494627,1.06300158,1.63128797,0.12327784,0.83041251,1.15528247,1.24942635,1.02893701,1.06944324,0.09822877,0.1154307,1.35269063,0.10720866,0.96841173,1.41398209,1.18935835,1.51991888,0.09304933,0.10626848,1.32982488,0.10067992,0.09640732,0.09739042,1.04022679,0.12502767,0.88595156,0.09172996,1.11281306,0.09816245,0.81892047
LPC 17:0-SN1_510.35543_1.61_[M+H]+_High,1.61,235,510.35543,509.34815,LPC 17:0-SN1,C25H52NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp",20222,LPC 17:0-SN1_510.355_1.61_[M+H]+_High,LPC(17:0),,[M+H]+,High,MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp,5.2,993.7,-0.003,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3",MS/MS: Library,1.1080645,0.9947092,0.8583907,1.1810609,1.1203218,1.1688536,0.9918249,1.070926,1.1914166,1.0319318,1.1384161,1.0389886,1.0744457,1.0919415,1.0745179,2.2159121,1.0974732,0.9586488,0.8824496,1.0722768,0.9921497,1.3176396,0.9538111,1.0872729,1.1672768,0.8576216,1.0501835,1.0069692,1.4842115,1.4009376,1.2650367,0.9581615,1.1199495,1.1894277,0.9756104,1.2800989,1.1546142,1.164708,1.0425505,0.8974946,1.5627998,1.0522826,1.2805233,0.9032002,1.1660571,1.3374583,1.0024856,1.1085974,1.1473244,1.0904162,1.4899333,0.9118595,1.0824801,1.1900638,1.0172614,1.1313434
LPC 18:0_546.35291_1.76_[M+Na]+_High,1.76,241.6,546.35291,523.36369,LPC 18:0,C26H54NO7P,Lipid Species,20212,LPC 18:0_546.353_1.76_[M+Na]+_High,LPC(18:0),,[M+Na]+,High,,8,538.5,-0.136,,,1.3812681,0.955915,0.7181955,0.8804252,1.0308824,1.1092811,0.9567765,0.8807801,1.0101643,1.1743175,0.9217961,1.2209631,1.2611927,1.1031695,1.1936117,1.5933926,1.2747513,1.1745868,1.05886,1.0550707,1.0867745,1.2923572,0.7230694,1.0910533,1.1857541,0.7821713,0.7836087,1.1864556,1.4234868,0.9849801,0.9135753,0.7477004,1.0214642,1.3207651,1.3293372,1.0434232,1.2137042,0.9393913,0.736816,0.8962591,1.9324185,1.0654432,1.0714065,0.9996565,0.8454058,2.1486016,1.0703095,1.0718651,1.1624062,1.3136291,0.954375,1.1771397,0.8890553,0.8841527,1.2396395,1.4067496
LPC 18:0_524.37153_1.77_[M+H]+_High,1.77,239.8,524.37153,523.36426,LPC 18:0,C26H54NO7P,Lipid Species,20222,LPC 18:0_524.372_1.77_[M+H]+_High,LPC(18:0),,[M+H]+,High,,16.6,892.4,0.898,,,1.330914,1.1081785,0.9498659,0.9606796,1.2076834,1.3421979,0.7262892,0.8539172,1.0592131,1.6228487,1.1739171,1.6174258,1.0636706,1.3855398,0.9758167,1.7052477,1.2994413,1.2409997,1.0798397,1.2069273,1.3292488,1.1715334,0.9760276,1.1220061,1.2010298,1.0822315,0.703651,1.0098446,1.6253119,1.2957401,0.9231347,0.9902559,1.0033143,1.5622424,1.2469003,1.282896,1.1016009,1.3188934,1.0248983,1.1661057,1.7153294,1.2969293,1.3828741,1.0860153,1.3309499,2.007692,1.0617635,1.1834168,1.3992474,1.3124821,2.1610873,1.1637406,1.0686646,1.1357676,1.0488432,1.3377271
LPC 18:0_524.37108_1.84_[M+H]+_Medium,1.84,239,524.37108,523.36384,LPC 18:0,C26H54NO7P,Lipid Species,20112,LPC 18:0_524.371_1.84_[M+H]+_Medium,LPC(18:0),,[M+H]+,Medium,,62.5,603.5,0.033,,,1.1128717,1.2399281,1.3822941,1.190136,1.3749868,1.2103177,1.0284038,1.0603781,1.1235514,1.6928194,1.1676725,1.8193551,1.0491713,1.3348933,1.0090236,1.8226381,1.2842065,1.1547804,1.1441498,1.1703186,1.265722,1.1988009,1.2624858,1.370484,1.3350343,1.4145687,1.2374825,1.0734651,1.4499145,1.5013856,0.9794156,1.1552413,1.1406584,1.4333139,1.0581221,1.5095268,1.33598,1.703204,1.3754894,1.2608251,1.7763755,1.3788858,1.4456407,1.1483872,1.3791763,1.3267497,1.1300346,1.3272535,1.3933121,1.3270017,4.8361997,1.2443793,1.2429152,1.2228681,1.4663013,1.397001
LPC 18:0_546.35301_1.87_[M+Na]+_Medium,1.87,241.9,546.35301,523.36379,LPC 18:0,C26H54NO7P,Lipid Species,20211,LPC 18:0_546.353_1.87_[M+Na]+_Medium,LPC(18:0),,[M+Na]+,Medium,,6.2,606.3,-0.066,,,1.0288226,1.1367368,1.3405444,0.9360888,1.4951697,1.2510887,0.8087746,1.0252258,1.0113427,1.6848088,0.839686,1.9251594,1.0264516,1.2311069,0.9969362,1.3957155,1.0122484,1.0470571,1.275531,0.9664584,0.9524633,1.0872265,1.1367478,1.7021785,1.0576321,1.34674,1.2059628,0.9255821,1.55933,1.2459473,0.78534,1.0890887,1.0018296,1.669628,1.0171265,1.4063549,0.9717156,2.0752398,1.4598337,1.1154346,1.728975,1.3323236,1.0859623,1.0963754,1.5048642,0.9089741,1.3517338,1.7939644,1.3833446,1.3751929,0.2091407,1.4736248,1.1693346,1.1316012,1.353362,1.3679437
LPC 18:0_568.36174_1.77_[M+HCOO]-_High,1.77,245.7,568.36174,523.36354,LPC 18:0,C26H54NO7P,Lipid Species,20222,LPC 18:0_568.362_1.77_[M+HCOO]-_High,LPC(18:0),,[M+HCOO]-,High,,13.1,810.2,-0.472,,,1.287473,1.0656292,0.8230276,0.868107,0.9326493,1.4031753,1.0063879,0.7859757,1.002328,1.1603135,1.148898,1.1011329,1.0125767,1.1545182,0.9486896,1.6758542,1.310202,1.0842306,0.8600581,1.1826277,1.1210716,1.1707706,0.829391,1.0453058,1.1524137,0.8552798,0.8835213,1.1802747,1.455505,1.0525978,1.0912774,0.8393034,1.1279667,1.0909819,1.5605021,1.1610395,1.2260626,1.1276005,0.8481163,1.0375313,1.4882069,0.9702678,1.2233837,0.9080049,1.1182684,1.8457154,0.9502189,0.985578,1.2245887,1.1507449,0.9910822,1.033693,0.9655693,1.0805138,1.2084711,1.2858327
LPC 18:0_568.36028_1.85_[M+HCOOH-H]-_High,1.85,245.9,568.36028,523.36249,LPC 18:0,C26H54NO7P,"Lipid Species, Lipid Species",10222,LPC 18:0_568.36_1.85_[M+HCOOH-H]-_High,LPC(18:0),,[M+HCOOH-H]-,High,,21.8,867.7,-2.989,,,0.9146499,0.9832216,1.1030134,0.9261516,0.9859044,1.3031947,0.7578527,0.8732531,0.9615724,1.2000533,0.9938523,1.0765889,0.87304,1.0369707,0.8400559,1.4372453,1.0009658,0.8630804,0.8068809,1.0475283,1.0319524,1.0654912,1.0074615,1.203112,0.8662859,1.0030775,0.827472,0.8340407,1.127527,1.0880653,0.9797539,0.8438952,0.8776031,1.1164978,0.9217374,1.2045197,1.0852381,1.1264158,0.9709343,1.0067552,1.2874119,1.0360396,1.0917526,0.8174043,1.2069205,1.0969387,0.9546976,1.147848,1.1377934,1.1029132,1.6482724,1.0327817,1.0489015,0.9222391,0.9726012,1.0369105
LPC 18:1_522.35556_1.33_[M+H]+_High,1.33,236.2,522.35556,521.34829,LPC 18:1,C26H52NO7P,Lipid Species,20222,LPC 18:1_522.356_1.33_[M+H]+_High,LPC(18:1),,[M+H]+,High,,7.7,927.7,0.325,,,1.4025764,1.2462437,0.9211431,1.6295349,1.2908426,0.8929915,1.3763575,1.1276823,1.1634464,1.2030308,1.0604272,1.0597384,1.1770824,1.5027507,1.0767125,2.0524017,1.3093145,1.2384995,1.2199615,1.1921163,1.3302247,1.2230641,0.9337276,1.0262736,1.4573313,0.9895581,1.2013386,1.3954686,1.0669608,0.9618318,0.7489566,0.8057371,1.0897314,1.1559635,0.928411,1.1043555,1.1403936,1.5401393,0.8823831,1.2090168,1.5547471,1.2702267,1.3066158,0.9555526,1.1614796,1.485332,1.0337082,0.897848,0.8606356,1.1929779,2.1764994,1.1910368,1.0873803,0.9417643,1.3275407,1.2186253
LPC 18:1_522.35569_1.44_[M+H]+_High,1.44,234,522.35569,521.34728,LPC 18:1,C26H52NO7P,Lipid Species,20212,LPC 18:1_522.356_1.44_[M+H]+_High,LPC(18:1),,[M+H]+,High,,3.6,701,0.519,,,1.1041659,1.0418712,1.1159378,1.0399376,1.4380412,1.2176221,1.1534991,1.035942,1.2665614,1.041161,0.9990187,1.0235299,1.1414669,1.3518891,1.3224408,1.7079786,1.1351498,1.1454663,1.1405273,1.1305621,0.9851721,1.2859401,0.8287181,1.102826,1.2252093,1.1155652,1.1363446,0.9782683,1.331543,1.1664373,1.0037963,0.8927235,1.4845479,1.0522096,1.2364944,1.2541395,1.23811,1.1594235,1.2074998,1.0872398,1.3228756,1.310249,1.2421145,1.0085015,1.1429213,1.4544767,0.9670496,1.1865557,1.2702345,1.0436822,1.7468191,1.312517,1.1436028,1.1889108,1.1771235,1.095662
LPC 18:1_566.34583_1.34_[M+HCOO]-_High,1.34,243.5,566.34583,521.34763,LPC 18:1,C26H52NO7P,Lipid Species,20222,LPC 18:1_566.346_1.34_[M+HCOO]-_High,LPC(18:1),,[M+HCOO]-,High,,16.9,913.9,-0.809,,,1.3882021,1.1402086,0.9254548,1.4502735,0.9589483,0.9021859,1.3468907,1.070429,1.1183121,0.9221751,1.1468335,0.8612337,1.1498854,1.402013,0.9939404,2.1677012,1.2392088,1.1028522,0.9796134,1.0245723,1.1805164,1.1228819,0.8381418,0.8437941,1.4746486,0.8702602,1.0271571,1.467683,0.9031832,0.9206204,0.8598675,0.7641006,1.0231195,0.9772053,0.9313326,1.0016716,1.0670298,1.3278118,0.8596077,1.1859356,1.3387643,1.071616,1.1152468,0.8417116,1.0972928,1.3260166,0.9896494,0.8349373,0.8726523,0.9883873,1.1872621,1.0987818,1.0581161,0.8501475,1.0991198,1.1109357
LPC 18:1_566.3462_1.43_[M+HCOO]-_High,1.43,242.7,566.3462,521.348,LPC 18:1,C26H52NO7P,Lipid Species,20212,LPC 18:1_566.346_1.43_[M+HCOO]-_High,LPC(18:1),,[M+HCOO]-,High,,17.3,762.2,-0.274,,,1.0433243,1.0716857,1.0223875,1.1259045,1.2677451,1.2996896,1.1655843,1.0330931,1.2172173,0.9172935,1.0357316,0.8792928,1.0780578,1.3461975,1.2646606,1.6444567,1.0941225,1.067068,0.9484349,1.0162175,1.0337974,1.2870989,0.8268803,1.0087846,1.1542538,0.9598751,1.0335198,1.0033826,1.1442319,1.0969635,1.1324752,0.9004064,1.4584796,0.9143552,1.2661621,1.3260051,1.3051504,1.0872737,1.1815249,1.0537412,1.1006796,1.1503318,1.0531557,0.8513522,1.1327668,1.3173552,0.9898903,1.2072424,1.2107156,0.9365966,1.0136301,1.1311323,0.9866336,0.9651537,1.0114985,1.088445
LPC 18:2_520.34013_1.08_[M+H]+_High,1.08,230,520.34013,519.33252,LPC 18:2,C26H50NO7P,Lipid Species,20222,LPC 18:2_520.34_1.08_[M+H]+_High,LPC(18:2),,[M+H]+,High,,9.7,954.1,0.673,,,1.1845082,1.1790838,1.0740854,1.1989032,1.05332,1.2271427,0.9965451,1.0370215,1.120673,1.0434129,1.0396273,1.1011548,1.1665076,1.1998468,1.0962537,1.7548706,0.9994352,1.3436139,1.1582105,0.922809,1.2805152,1.1404079,0.9615698,1.1506957,1.2011652,1.1655419,1.1427638,1.1642666,1.3387684,1.1733837,0.8844303,1.1172197,1.2511562,1.5327599,0.8076073,0.9901805,1.0395468,1.4249945,1.1876553,1.1327943,1.7582258,1.1732236,1.3120486,1.0231693,1.4020772,1.3368699,1.1948916,0.960265,1.1468606,1.1338788,1.8663915,1.0200179,1.3724831,1.4623666,1.308425,1.1895409
LPC 18:2_564.33018_1.09_[M+HCOOH-H]-_High,1.09,239.6,564.33018,519.33213,LPC 18:2,C26H50NO7P,Lipid Species,20222,LPC 18:2_564.33_1.09_[M+HCOOH-H]-_High,LPC(18:2),,[M+HCOOH-H]-,High,,21.1,834.2,-0.9,,,1.2078287,1.1286129,1.0538695,1.2431059,1.0008002,1.3612921,1.0680928,1.128327,1.328312,0.9476166,1.1792827,0.9083583,1.2265016,1.2144757,1.3310562,1.8257939,0.9577305,1.1093425,0.9320203,0.9388143,1.1595378,1.2215205,0.9711734,1.1568007,1.2665055,1.0466321,1.0341694,1.377419,1.1020406,1.0804003,0.9896027,1.1354906,1.3520752,1.3669084,1.0247073,1.1934239,1.0264126,1.3175066,1.2557289,1.1279715,1.4378812,1.0400035,1.3083873,1.0357393,1.4173463,1.2453802,1.3569684,1.0366873,1.051881,1.0954835,1.0932661,1.0249838,1.4287052,1.2926762,1.1283171,1.09655
LPC 18:3_518.32463_0.95_[M+H]+_High,0.95,227.9,518.32463,517.31736,LPC 18:3,C26H48NO7P,Lipid Species,20222,LPC 18:3_518.325_0.95_[M+H]+_High,LPC(18:3),,[M+H]+,High,,4.7,944,0.994,,,1.3574822,1.0549844,1.0404952,1.3412579,1.1283302,0.7598531,1.4989324,1.1604304,1.380203,1.0595761,1.2562892,0.966949,1.2461262,1.4392327,1.4389099,2.1197676,1.0031537,1.052671,1.3815942,1.1906688,1.1698555,1.1395826,0.797666,0.9311525,1.3211949,0.5228747,1.0799572,1.2615458,1.0384982,1.1777938,0.7138269,0.7387322,0.4949358,1.454052,0.9583185,1.3861897,0.9498633,1.3580741,0.4343945,1.343696,1.6167353,1.6195865,1.2402922,0.9391034,0.8399518,1.2414955,0.7862071,0.9936586,0.7678877,1.1011077,1.8996243,1.3541224,0.7654906,0.6304295,1.2546992,1.128206
LPC 18:3_562.31518_0.96_[M+HCOO]-_High,0.96,238.6,562.31518,517.31697,LPC 18:3,C26H48NO7P,Lipid Species,20222,LPC 18:3_562.315_0.96_[M+HCOO]-_High,LPC(18:3),,[M+HCOO]-,High,,6.9,836.8,0.239,,,1.591068,1.3081541,1.1092333,1.5436269,1.2480585,1.0262973,1.8351481,1.3707329,1.9140101,0.9131852,1.6578462,0.980259,1.5276719,1.5909639,1.4411749,2.7929831,1.0875783,1.2390533,1.3521173,1.265942,1.2532269,1.532204,0.8454748,1.2721298,1.622309,0.5449216,1.2161281,1.7875772,1.0956625,1.1994901,0.8834602,0.9535431,0.6619482,1.7254068,1.1912289,1.7191696,1.0224794,1.4000691,0.6206977,1.4339463,1.6770404,1.5526871,1.3255346,1.0799373,0.8832839,1.3283515,0.9138393,1.1444897,0.8891348,1.3195621,1.3005009,1.4967047,0.9873887,0.6438479,1.3648451,1.2128108
LPC 19:0_582.37684_1.97_[M+HCOOH-H]-_Medium,1.97,249.5,582.37684,537.37863,LPC 19:0,C27H56NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20212,LPC 19:0_582.377_1.97_[M+HCOOH-H]-_Medium,LPC(19:0),,[M+HCOOH-H]-,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,27.6,654.8,-1.257,"InChI=1S/C27H56NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28(2,3)4/h26,29H,5-25H2,1-4H3",MS/MS: Library,1.1066339,0.9024447,0.9400309,1.0341572,0.9440247,1.3158397,0.9351182,0.9892354,1.1567806,0.9626034,1.2549165,1.0142863,0.9155507,0.9878259,1.0566434,0.1991862,1.0393506,0.9669478,0.7832091,1.2027505,1.1579437,1.0981031,0.8542811,0.9149801,0.9152036,0.7999206,0.8538064,1.0666906,1.2763648,1.3825268,1.2741174,0.9137473,1.3239274,1.1396478,1.2755574,1.4624104,1.0691709,1.0625858,1.0699312,1.0276421,1.305223,0.8924317,1.0861548,1.0311507,1.3668565,1.0320907,1.1258223,1.0246998,0.9968315,1.1144163,1.0319509,0.9111235,1.093622,1.1130792,0.91044,1.1154256
LPC 19:0-SN1_538.38659_1.96_[M+H]+_High,1.96,242.6,538.38659,537.37937,LPC 19:0-SN1,C27H56NO7P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp",20222,LPC 19:0-SN1_538.387_1.96_[M+H]+_High,LPC(19:0),,[M+H]+,High,MSDIAL-TandemMassSpectralAtlas-VS69-Pos.msp,12,960.6,-0.242,"InChI=1S/C27H56NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28(2,3)4/h26,29H,5-25H2,1-4H3",MS/MS: Library,1.1545585,0.9966263,0.9540006,1.1756481,1.0146599,1.1777215,0.9310661,1.0077854,1.1357922,1.2244883,1.2789802,1.2675603,0.8288334,1.0204284,1.1456925,2.1719483,1.2908453,1.1183077,1.037809,1.2801721,1.2679188,1.3083716,1.0411008,0.8258576,1.0249437,0.945139,0.9632526,1.013989,1.3680461,1.7038346,1.2304971,0.9619293,1.2948381,1.3540444,1.1781559,1.52654,1.1730807,1.2095719,1.1228602,1.1735209,1.737189,1.0440724,1.3347494,0.9912115,1.3808892,1.0989673,1.0727727,0.9434885,1.027094,1.2209144,1.8071751,0.999331,1.3099892,1.2877564,1.1312188,1.1406502
LPC 20:0_552.40221_2.07_[M+H]+_High,2.07,246.2,552.40221,551.39496,LPC 20:0,C28H58NO7P,Lipid Species,20212,LPC 20:0_552.402_2.07_[M+H]+_High,LPC(20:0),,[M+H]+,High,,29.9,584.6,-0.285,,,1.2184455,1.0308416,0.8633485,0.981828,1.0361882,1.3301501,0.9096424,0.8836222,1.0122379,1.3889852,1.406886,1.3534874,0.9339209,1.0891386,1.1277344,1.9869953,1.322743,1.1346981,0.973892,1.2457173,1.2943907,1.0080637,1.1493258,0.9379195,1.3192056,0.9567512,0.9375366,1.0875619,1.2359133,1.389725,0.9675656,0.9857632,1.2452756,1.3039301,1.1689924,1.303874,1.0824104,1.1984471,0.8755485,0.9798102,1.5651473,1.1648127,1.3675809,0.9914344,1.2993489,1.3771164,1.2294929,1.0478978,1.0468794,1.1529187,1.9346895,1.1697414,1.1414404,1.4170559,0.9924488,1.3374856
LPC 20:0_596.39276_2.07_[M+HCOO]-_High,2.07,253,596.39276,551.39456,LPC 20:0,C28H58NO7P,"Lipid Species, Lipid Species",20222,LPC 20:0_596.393_2.07_[M+HCOO]-_High,LPC(20:0),,[M+HCOO]-,High,,28.7,813.4,-0.809,,,1.1737997,0.972051,0.9556859,0.9728657,0.9407435,1.4804577,0.8179996,0.8755922,1.0730906,1.2020968,1.347425,1.1221214,0.9174994,0.9958307,0.9136268,0.2087823,1.1548293,1.065942,0.8411532,1.0464209,1.0157462,1.0714819,1.1096078,0.9633308,1.1237962,0.892072,0.8071791,1.0026302,1.2108692,1.2723025,0.9942484,0.9298713,1.10014,1.1243292,1.0648984,1.4439296,1.0076217,1.1239935,0.8646921,0.9090064,1.2983207,0.9753044,1.2004569,0.9435823,1.2137707,1.1110624,1.1451044,0.9214567,0.938328,1.1483236,1.1639861,0.9676107,1.1603626,1.1130401,0.9723425,1.1462504
