Name,RT [min],CCS,m/z meas.,Ions,Original annotation,Molecular Formula,Name for process,Lipidlynx name bulk,Lipidlynx name molecular species,ID confidence,20w1-1,20w1-2,20w1-3,20w2-1,20w2-2,20w2-3,13w-1,13w-2,13w-3,CBO1,CBO2,CBO3,FBO1,FBO2,FBO3,QC01,QC02,QC03,QC04,QC05,QC06,QC07,QC08
_720.59147_3.52_,352,2882,72059147,"[M+H-H2O]+, [M+K]+",,,_720.591_3.52_[M+H-H2O]+_,,,,1.02531925,0.949859935,1.037578774,0.996931272,1.002319931,0.976314233,0.962074949,0.957201173,0.972157588,0.651966674,0.524121714,0.368482395,0.400486379,0.224519633,0.373733442,0.996597531,0.997145368,0.994638681,1.01219643,0.990064429,1.023610403,0.969677602,1.022906249
_720.58148_4.45_,445,2855,72058148,"[M+NH4]+, [M+Na]+",,,_720.581_4.45_[M+NH4]+_,,,,1.997208111,1.708665402,1.818450878,2.012814528,1.842323231,1.763667894,1.395577649,1.557460713,1.359086467,NA,NA,NA,NA,NA,NA,1.006655449,1.022365531,1.026826917,0.983141426,0.980795507,0.918978669,1.081443248,0.922842849
_720.5807_4.35_,435,2854,7205807,"[M+NH4]+, [M+Na]+, [M+K]+, [M+H]+",,,_720.581_4.35_[M+NH4]+_,,,,1.495255116,1.512678447,1.530138175,1.462809121,1.465597765,1.528934338,1.319234659,1.47041028,1.182152262,NA,NA,0.030273303,0.022504892,0.023945323,0.027186012,1.007865458,1.021121063,0.97127015,1.002633285,0.996089044,1.000572942,0.988375996,0.960150911
_720.55398_3.79_,379,2802,72055398,[M+NH4]+,,,_720.554_3.79__,,,,0.832930294,0.886289871,0.938171015,0.876407131,0.880364658,0.869362081,1.048818655,1.072082642,0.953081366,0.215087296,0.140891168,0.108069414,0.302336242,0.14277648,0.225855002,0.967290685,1.005084887,1.027673989,1.021679467,1.000586192,0.950047602,1.03372215,0.999271083
_720.55338_5.35_,535,2846,72055338,[M+NH4]+,,,_720.553_5.35__,,,,1.829507649,0.975281028,1.521497138,1.582821598,1.464800502,1.584633024,1.040796143,1.271626181,0.827784449,0.631744841,NA,0.238432343,0.229010172,0.444383093,0.333873562,0.995152032,0.953931942,0.998636139,1.055085155,0.903215929,1.052808546,0.943315997,1.035325033
_720.55266_4.37_,437,2809,72055266,[M+NH4]+,,,_720.553_4.37__,,,,1.226155462,NA,1.345920858,1.382002561,1.331685304,1.397522306,1.816707798,1.596127429,1.622198514,NA,NA,NA,NA,NA,NA,1.04476312,1.000008028,0.913937551,0.979864369,0.995297548,0.953972935,0.997554761,1.065393455
_720.43152_1.09_,109,2645,72043152,[M+H]+,,,_720.432_1.09_[M+H]+_,,,,1.935291248,1.929438309,1.930216282,1.628071472,2.11260522,1.739372626,1.442234281,1.63699271,1.3377057,NA,NA,NA,NA,NA,NA,1.022165837,0.995185712,1.030138651,0.959264776,1.036043562,1.010032357,0.960371506,0.885554552
_720.40144_1.76_,176,2654,72040144,[M+HCOO]-,,,_720.401_1.76__,,,,0.709080176,NA,0.722632604,0.688162908,0.813980194,0.788737381,0.711342797,0.740545175,0.639594411,NA,0.071783967,NA,NA,NA,NA,0.988191658,0.982578146,1.063605695,0.93043385,1.028405051,0.979851174,1.045069996,0.992419236
_720.3787_2.18_,218,2925,7203787,[M+NH4]+,,,_720.379_2.18__,,,,1.076147423,1.122273345,0.954250102,1.061760564,0.997488905,1.180338094,1.034331615,1.040081,1.014266557,NA,NA,NA,NA,NA,NA,0.955098408,0.9907697,1.100430345,0.979789783,0.924098273,1.008497879,1.076590299,0.96141073
_720.32761_0.83_,83,2773,72032761,[M-H]-,,,_720.328_0.83_[M-H]-_,,,,1.295535417,1.105916079,1.289463007,1.079882411,1.408632511,1.300411653,1.174315922,0.791642031,1.081262922,NA,NA,NA,NA,NA,NA,0.885756196,1.042729843,1.015755908,1.066199336,0.918834203,0.981593405,1.002475642,1.040519223
_719.56247_1.97_,197,2746,71956247,[M+HCOO]-,,,_719.562_1.97__,,,,NA,NA,NA,NA,NA,NA,0.944972445,0.969739831,1.249872194,0.870916755,1.569462421,1.064752973,1.274890518,0.482743595,0.462288156,0.936325083,1.012431794,1.081335082,0.954408376,1.063222841,0.989561062,1.025098794,0.972183288
_719.49321_5.86_,586,4147,71949321,[M-H-H]2-,,,_719.493_5.86_[M-H-H]2-_,,,,1.032122355,1.32593386,1.176507703,1.180690222,1.157613829,1.304517312,2.01483108,2.134027765,1.527911248,NA,NA,NA,NA,NA,NA,1.036576462,1.001797091,0.990750208,0.978040882,0.943624317,0.992374548,1.055306813,0.960296787
_719.40066_0.75_,75,2724,71940066,[M+HCOO]-,,,_719.401_0.75__,,,,2.50801125,2.428393617,2.430864067,1.99044895,1.85794451,NA,2.084799271,1.831633437,1.919947945,0.441488822,0.246582882,NA,NA,NA,NA,1.028398674,1.01331044,0.95575414,1.034985074,0.925828387,1.09702553,0.936440648,1.002414926
_719.3991_1.04_,104,2574,7193991,[M+HCOO]-,,,_719.399_1.04__,,,,1.43336508,NA,1.499083729,1.568499213,1.315942854,1.605753513,1.656386767,1.165518373,1.473683389,NA,NA,NA,NA,NA,NA,0.935322561,1.000922629,1.010226612,1.006016431,1.028053309,1.025875363,1.022673707,0.997683635
_718.63068_4.53_,453,285,71863068,[M+HCOO]-,,,_718.631_4.53__,,,,1.776664362,1.738598491,1.532993112,1.20114081,1.112205814,1.282143525,2.10289586,2.047227413,2.494563133,0.668522708,0.361103051,0.27325658,0.205675081,0.112306896,0.226044056,0.992674152,1.029220997,0.98121624,1.029264708,0.946895179,1.011641656,1.031646796,0.989888075
_718.62558_4.68_,468,284,71862558,[M+HCOO]-,,,_718.626_4.68__,,,,1.550243267,1.25747327,1.167876185,0.936465116,0.868428212,1.061907597,1.73046832,1.705069326,1.753316227,0.851816831,1.016447706,0.89483421,0.293144966,0.239186498,0.303435855,1.058930743,0.963347958,0.955248692,1.000644858,1.011833417,1.028359108,0.972402662,1.032880443
_718.60119_4.86_,486,286,71860119,"[M+NH4]+, [M+Na]+",,,_718.601_4.86_[M+NH4]+_,,,,1.43486362,1.425247688,1.6675335,1.509558646,1.606522276,1.702443512,1.399797701,1.300835673,1.230678483,0.248823905,0.278430561,0.260711759,0.225356739,0.262882953,NA,0.968866652,0.944969418,1.102701224,0.930921737,1.042150476,1.01167979,0.99435548,0.952413303
_718.58235_5.98_,598,2844,71858235,[M+NH4]+,,,_718.582_5.98__,,,,1.607052834,1.565458765,1.703505525,1.606379542,1.63741488,1.412308866,0.973285423,0.725399556,0.924698788,NA,NA,NA,NA,NA,NA,1.043417299,0.929155277,1.058750766,0.98543345,1.036867079,0.989571321,1.026089957,0.904454393
_718.5363_4.14_,414,271,7185363,[M+HCOO]-,,,_718.536_4.14__,,,,1.47265377,1.750253091,1.734138045,1.353704711,NA,1.130931552,1.656030723,NA,NA,NA,NA,NA,NA,NA,NA,0.943461621,1.04041689,0.944296139,1.008834024,1.087179935,0.912677036,0.992621108,1.039358803
_718.53096_1.12_,112,2665,71853096,[M+NH4]+,,,_718.531_1.12__,,,,NA,NA,NA,NA,NA,0.864085539,2.657091637,2.635689461,2.478543987,NA,NA,NA,NA,NA,NA,1.015423406,1.008127732,0.954264515,1.043294579,0.949543521,1.057119438,1.005705005,0.966463868
_717.54753_4.34_,434,2789,71754753,"[M-H-H2O]-, [M-H]-",,,_717.548_4.34_[M-H-H2O]-_,,,,2.719305545,2.512699238,2.758903541,1.025584497,0.98176237,0.968750439,4.228339867,4.205665988,3.810140968,0.749937823,0.501749705,0.305112897,0.291081787,0.312031875,0.366724976,1.015008914,1.013599659,0.957492941,1.026838709,0.968290067,1.046252718,1.00375229,0.970726734
_717.46764_0.61_,61,2534,71746764,[M+NH4]+,,,_717.468_0.61__,,,,1.264089312,NA,1.171287574,1.975543995,1.865993682,2.042175425,1.088237205,1.385684095,0.599376378,NA,NA,NA,NA,NA,NA,0.994643099,0.965498977,1.053466549,0.930080807,1.03915666,0.994480901,0.930846706,1.076539307
_717.31682_0.98_,98,2627,71731682,[M+HCOO]-,,,_717.317_0.98__,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.803663128,1.657156557,2.625724735,1.234792383,1.352640618,1.134627591,1.052256677,1.000385906,0.933998171,0.947267059,1.051681411,1.038181771,0.970369028,1.047866966
_716.63939_4.54_,454,2868,71663939,"[M+NH4]+, [M+Na]+",,,_716.639_4.54_[M+NH4]+_,,,,1.237719198,1.258888832,1.423971819,1.504053003,1.495327096,1.351221216,0.996287036,1.076237351,1.113897808,NA,NA,NA,NA,NA,NA,1.057585601,0.989966333,0.925961188,0.988487866,1.039831732,1.039356613,0.962245595,0.982992113
_716.61599_4.16_,416,2838,71661599,[M-H]-,,,_716.616_4.16_[M-H]-_,,,,3.373310672,3.231967791,NA,NA,1.149907112,1.720746044,4.689450465,NA,NA,NA,NA,NA,NA,NA,NA,0.93168448,1.044153393,1.067069754,0.923662237,0.987357886,1.027103888,0.965234727,1.082330557
_716.59334_4.15_,415,2832,71659334,[M+HCOO]-,,,_716.593_4.15__,,,,NA,NA,1.21655208,1.163842524,1.071439867,0.839125236,NA,1.55672941,1.45077053,NA,0.452453701,0.668545581,NA,NA,NA,0.94494536,0.996269177,1.055792233,0.962977811,1.072273596,0.977538469,0.927191026,1.049914273
_716.55964_6.34_,634,2916,71655964,[M+NH4]+,,,_716.56_6.34__,,,,1.335388794,1.292300683,1.283414066,1.310324212,1.294486889,1.385153886,1.086363105,1.156236801,1.143517851,NA,NA,NA,NA,NA,NA,1.028867506,0.999585376,0.974735584,1.009067927,0.997970819,0.981559067,1.020415651,0.969130131
_716.55041_4.35_,435,279,71655041,[M-H]-,,,_716.55_4.35_[M-H]-_,,,,2.61394847,2.668872664,2.595209281,1.006619171,1.197879032,1.001023838,3.997681299,4.154023932,3.403705789,0.796850639,0.524272665,0.309531129,0.348756816,0.381327676,0.462238475,0.972313281,1.017792177,0.989672641,1.045149995,0.974352773,0.931791783,1.03794906,0.991249959
_716.52238_2.55_,255,2784,71652238,[M+NH4]+,,,_716.522_2.55__,,,,1.09790275,0.844734051,0.987175987,1.137741433,1.25342546,1.12648258,1.160976008,1.302468822,1.431286212,NA,NA,NA,NA,NA,NA,1.05333294,0.983580486,0.999217672,0.98116093,0.965326031,0.98827007,1.064610469,0.960886431
_716.43717_0.93_,93,2554,71643717,"[M+NH4]+, [M+Na]+, [M+K]+",,,_716.437_0.93_[M+NH4]+_,,,,NA,NA,NA,0.00820944,NA,NA,0.035931973,0.025274476,0.032919094,6.846342804,0.025397264,0.037613009,0.071446787,0.028064971,0.037334888,0.894100532,0.978873025,1.016844591,1.03310193,1.048709229,0.990584265,1.015924812,1.076654257
_715.57172_4.14_,414,2811,71557172,[M+HCOO]-,,,_715.572_4.14__,,,,2.012546792,1.973022092,2.007464382,2.151794209,1.883967776,2.245714746,2.129652522,1.923330572,1.906915143,NA,NA,NA,NA,NA,NA,0.984592259,1.057119556,0.950831523,1.005066119,0.991864998,0.946286544,0.961364168,1.090951367
_715.54639_4.96_,496,2813,71554639,[M+H]+,,,_715.546_4.96_[M+H]+_,,,,0.78929584,0.891674692,1.011708532,1.034018433,1.092062655,0.900374894,0.894907309,1.055481385,0.921804461,NA,0.27196073,NA,NA,0.154600514,NA,0.964350765,1.000091553,1.003335966,1.049391445,0.966109231,1.015742759,0.951929081,1.04909912
_715.40484_1.04_,104,2623,71540484,[M-H]-,,,_715.405_1.04_[M-H]-_,,,,1.191217437,1.300668574,NA,NA,1.551661808,1.381759745,NA,1.20935915,1.121521571,NA,NA,NA,NA,NA,NA,1.023577802,0.925992365,1.009014914,1.051510743,0.979310817,0.969884331,0.939220257,1.112751355
_715.38754_0.62_,62,248,71538754,[M+NH4]+,,,_715.388_0.62__,,,,1.378874118,1.20542041,0.99976785,1.299325967,1.28044053,1.106469638,1.139241053,1.146075075,1.212713239,NA,NA,NA,NA,NA,NA,0.984625936,1.000506146,1.026205211,0.992001658,1.001880348,0.99355701,1.008278197,0.981913356
_715.35154_0.61_,61,2468,71535154,[M+H]+,,,_715.352_0.61_[M+H]+_,,,,1.463175812,1.42653887,1.029578921,1.405906315,1.294649082,1.312877388,1.169326911,1.196951293,1.120580973,NA,NA,NA,NA,NA,NA,0.981824935,1.056693203,0.974138644,0.923703797,1.08868529,0.931155207,0.970666789,1.051250239
_715.31815_0.9_,9,2703,71531815,[M+HCOO]-,,,_715.318_0.9__,,,,1.321862032,1.287904662,1.472838837,1.678645783,0.644876252,1.447953714,1.225126726,1.501444562,1.614692494,NA,NA,NA,NA,NA,NA,0.902506249,1.028801904,1.052685583,0.985316231,1.002798083,0.975193043,1.031063591,1.055511492
_714.60289_4.14_,414,2792,71460289,[M+NH4]+,,,_714.603_4.14__,,,,1.150933341,1.140556119,1.246203408,0.919347922,0.908726641,0.86796974,0.991429647,1.244007087,1.15646176,0.418527154,0.316647923,0.241486762,0.162364206,0.169442201,0.109170563,0.999990957,1.026969471,0.959702797,0.974672335,1.047903726,0.993881449,0.947338656,1.03825377
_714.5154_4.13_,413,2753,7145154,[M+HCOO]-,,,_714.515_4.13__,,,,0.880857145,1.938363665,3.318478828,0.727886293,1.631148687,0.925692955,3.481714578,2.423988812,3.091605572,NA,NA,NA,NA,NA,NA,0.987753701,1.041707636,0.972292857,0.985776007,1.011501738,1.02542215,1.003454691,0.981641539
_714.50682_2.46_,246,2766,71450682,[M+NH4]+,,,_714.507_2.46__,,,,1.036881635,0.858042392,1.06490924,1.129073276,1.285813678,1.134789029,1.899790858,1.5487637,1.3286412,NA,NA,NA,0.349435499,NA,0.209805912,1.036708813,1.014018457,0.994720168,1.003570413,0.877040482,1.047083538,1.026541354,1.004314626
_714.36864_0.71_,71,2611,71436864,[M+HCOO]-,,,_714.369_0.71__,,,,2.529134678,2.454457965,2.546087403,2.448720393,2.381963529,2.957513784,2.294174565,1.99191694,2.360151354,NA,0.049890597,NA,0.046526904,NA,NA,0.974158633,1.007661777,1.043804891,0.939098659,1.011081472,1.010537819,1.039325663,0.995704939
_714.27948_1.53_,153,266,71427948,[M+HCOO]-,,,_714.279_1.53__,,,,1.76349804,1.78503407,1.764725728,1.385098945,1.576700414,1.771594337,2.07514564,1.578942657,1.811418061,NA,NA,NA,NA,NA,NA,1.06082494,0.937842848,0.963119316,1.02447634,1.003742846,1.002767796,0.985296886,1.060799582
_713.64065_5.22_,522,282,71364065,[M+HCOO]-,,,_713.641_5.22__,,,,2.04741591,1.676995761,1.78579095,1.027203592,0.961532851,0.993072886,2.203313078,1.927117833,2.183050087,2.437593286,2.526845902,1.91349437,1.282151941,0.689323842,0.687323822,1.020993782,1.001960756,0.995524973,0.922554822,0.989442777,1.02485287,1.045550178,0.979970139
_713.57594_4.96_,496,2804,71357594,"[M+HCOOH-H]-, [M+Cl]-",,,_713.576_4.96_[M+HCOOH-H]-_,,,,3.174995895,2.953864793,3.044290157,3.304604643,3.149688764,3.150895298,2.799085795,2.73512735,2.46678739,0.031255429,0.043339159,0.03617937,0.030307436,0.039707118,0.029239055,1.046552154,0.993092531,0.963449086,0.998936268,0.987543224,0.949197459,0.991738553,1.037282703
_713.51549_1.61_,161,2714,71351549,[M+HCOO]-,,,_713.515_1.61__,,,,NA,0.329461788,NA,NA,NA,0.257667838,0.568244491,0.434646195,0.586915516,0.323951249,0.461175126,0.43705881,0.481825034,0.198890026,0.183849565,1.066702909,0.94467323,1.06065811,0.921115778,1.022719455,1.016559124,1.02554743,0.98119321
_713.47276_0.6_,6,2644,71347276,[M+HCOO]-,,,_713.473_0.6__,,,,0.47501374,0.391382134,1.622111499,0.687935997,0.814983174,0.317937069,1.670093991,1.665690731,0.237390423,NA,NA,NA,NA,NA,NA,1.011776574,0.987751044,1.005655212,0.988581975,1.021270224,1.020090833,1.002827441,0.968748664
_713.42511_1.49_,149,2648,71342511,"[M-H]-, [M+Cl]-",,,_713.425_1.49_[M-H]-_,,,,1.149804267,1.234721569,1.251662905,1.309243154,1.153622636,1.227331526,1.327004094,1.223728611,1.270649513,NA,NA,NA,NA,NA,NA,1.069503007,0.931799081,1.069654433,0.912744796,1.029147937,0.979194747,1.050701805,0.984605527
_713.37339_0.63_,63,248,71337339,[M+NH4]+,,,_713.373_0.63__,,,,1.177674603,0.947863135,0.925612042,0.848367345,1.089999598,0.865357934,0.850160179,0.817574317,0.993417526,5.615649899,NA,NA,NA,NA,NA,0.979132564,0.990696653,1.030650949,1.022373821,0.93568065,1.008638019,0.986328966,1.05125522
_713.3589_0.72_,72,2644,7133589,[M-H]-,,,_713.359_0.72_[M-H]-_,,,,NA,2.070546389,NA,NA,NA,1.995160635,NA,1.545332268,1.767669741,NA,NA,NA,NA,NA,NA,0.996738542,1.025069905,0.991914572,1.043809171,0.91956197,1.05815757,1.017231654,0.989346624
_713.32979_0.93_,93,280,71332979,[M+HCOO]-,,,_713.33_0.93__,,,,2.069525227,1.662279411,1.859228188,1.937641354,1.149152813,2.286625854,1.751379496,2.368729123,2.718661917,NA,NA,NA,NA,NA,NA,1.019015755,1.02288077,0.944818426,0.976639894,1.062057275,0.936021827,1.037643395,1.051916728
_713.32148_1.69_,169,2724,71332148,[M+HCOO]-,,,_713.321_1.69__,,,,1.680699485,1.312578542,1.789587867,1.133294126,1.028970924,1.536422563,1.302368081,1.444270949,1.421016215,NA,NA,NA,NA,NA,NA,0.969102383,1.048329649,0.983892109,1.001055307,0.964555829,1.034965614,0.952576418,1.075565058
_712.57743_4.96_,496,2804,71257743,"[M+HCOOH-H]-, [M+Cl]-",,,_712.577_4.96_[M+HCOOH-H]-_,,,,3.3796771,3.038634126,3.234270209,3.59908684,3.27461376,3.242166667,2.786944396,2.776283912,2.732183463,NA,NA,NA,NA,0.051860745,NA,1.010259885,1.03371335,0.981650923,0.982548442,0.994251073,0.929628728,1.014250965,1.025457417
_712.46291_2.64_,264,2697,71246291,[M-H]-,,,_712.463_2.64_[M-H]-_,,,,0.766517773,1.002459315,1.072345169,1.185625631,1.198534336,1.072762288,0.801719776,0.758149539,0.548174062,NA,NA,NA,NA,NA,NA,0.979920948,1.036433733,1.008826126,0.983990522,1.002321901,0.926405432,1.00336607,1.060580707
_712.33816_1.79_,179,2783,71233816,"[M+NH4]+, [M+NH4]+, [M+NH4]+, [M+H]+, [M+Na]+, [M+H]+, [M+H]+, [M+K]+, [M+Na]+",,,_712.338_1.79_[M+NH4]+_,,,,1.220690558,1.512923204,1.79567783,1.483501746,1.233528407,1.594435908,1.366750945,1.296869122,1.049586498,NA,NA,NA,NA,NA,NA,0.982287619,1.032649675,0.988732307,1.012475725,0.989380564,0.984106291,0.998993064,0.993864432
_711.71001_5.23_,523,2942,71171001,[M+NH4]+,,,_711.71_5.23__,,,,1.140657562,1.530381018,1.283883145,NA,0.920030168,0.621196725,1.33089251,1.060388297,0.959811479,1.399443337,1.550805651,1.010876245,0.767643921,0.565325267,0.518431048,1.042625271,0.885071883,1.04183779,1.021645593,1.038769371,0.938752168,1.001997729,0.987606862
_711.6256_4.9_,49,281,7116256,[M+HCOO]-,,,_711.626_4.9__,,,,1.216623332,1.33725707,1.192157882,NA,NA,0.716058206,1.736974645,1.65973588,1.926896826,2.461861488,3.382409551,2.280540601,NA,0.607964668,0.619068075,0.950552442,1.022486919,1.026262238,0.991977572,0.998661367,0.976946309,0.989913007,1.007795754
_711.62512_5.09_,509,2789,71162512,[M-H]-,,,_711.625_5.09_[M-H]-_,,,,1.329486883,1.307986871,1.338426692,1.107132921,1.070814886,1.0697909,1.691949217,1.467649464,1.639729574,1.100663879,1.367188593,1.287943092,0.662028326,0.395105994,0.430890648,0.985433648,1.040688023,0.952607187,1.016026662,0.988253598,1.034308791,0.947530802,1.051933713
_711.62471_4.8_,48,2795,71162471,[M+HCOO]-,,,_711.625_4.8__,,,,0.991564045,1.059061292,0.941408567,0.689132808,0.592612697,0.664533966,1.045151817,1.107443402,1.226850139,2.020471629,1.518937869,1.22772459,0.661235559,0.531513743,0.658215699,1.012473444,0.985384983,1.031937507,0.987519556,0.955896002,1.051980762,0.938366897,1.065860692
_711.55844_4.57_,457,2784,71155844,[M+HCOO]-,,,_711.558_4.57__,,,,0.976920833,1.001192644,1.038123322,0.932290508,0.815559821,0.848376585,1.772234833,1.744714195,1.783295358,0.622706111,0.514792113,0.351656679,0.285901706,0.227958054,0.235905263,0.956973087,1.044784939,1.005365526,0.972107401,1.025995974,0.987365738,0.99124247,1.013659393
_711.46794_1.84_,184,2666,71146794,[M+HCOO]-,,,_711.468_1.84__,,,,NA,0.329594418,NA,0.670577346,0.56926882,0.718766816,0.331297621,0.603566872,NA,NA,NA,NA,NA,NA,NA,0.892144174,0.994140658,0.997312679,1.014494701,1.072031446,1.074032168,1.024568953,0.971169716
_710.62857_4.69_,469,2854,71062857,"[M-H-H2O]-, [M-H]-",,,_710.629_4.69_[M-H-H2O]-_,,,,0.921852169,1.234977719,1.183336374,0.933933805,1.162091387,1.084901154,1.373823219,1.267152365,1.162660764,0.965777081,1.595109643,1.165634838,0.316108711,0.263517229,0.312861523,0.952598296,0.973463123,1.006151418,1.105824534,0.92218645,0.970487204,0.982844666,1.076602711
_710.62252_5.05_,505,2805,71062252,[M+HCOO]-,,,_710.623_5.05__,,,,1.704016081,1.830909473,1.557158657,0.988110823,0.832508064,1.036858112,2.362229656,2.398697202,2.338631605,0.880410228,1.129472654,0.710047295,0.248074559,0.1766956,0.208851777,1.014213624,0.966627874,1.027083751,1.008411503,0.95589328,1.007929622,0.984221322,1.042007491
_710.56052_4.57_,457,2784,71056052,[M-H]-,,,_710.561_4.57_[M-H]-_,,,,0.945441672,1.040447452,0.947571892,0.917490678,0.878053145,0.847019095,1.911968049,1.750890762,1.619102197,0.670951992,NA,NA,NA,0.230027679,NA,0.949841616,1.022586837,0.991828704,1.045998396,0.944276557,1.036572168,0.960948419,1.047603453
_709.69493_5.1_,51,2946,70969493,[M+NH4]+,,,_709.695_5.1__,,,,1.084409738,1.112411721,1.244109855,0.812068981,0.892947849,0.755397827,1.239146464,1.103698549,0.986930246,1.247628358,1.544677873,1.379080539,0.679127706,0.407128502,0.467665346,1.005801443,0.961057349,1.026710212,0.957726955,1.065275856,0.972964654,0.955463942,1.015256622
_709.69425_4.8_,48,2915,70969425,[M+NH4]+,,,_709.694_4.8__,,,,0.841514853,0.931785582,0.834546042,0.784693046,0.518397523,0.642317749,0.944167336,1.128808223,0.99979199,2.117245136,1.775361206,1.310024925,0.77180309,0.718270955,0.754488399,1.018293944,0.97148922,0.985815702,1.018559803,1.090110953,0.956891203,0.974990585,0.995444026
_709.60983_4.65_,465,2773,70960983,[M+HCOO]-,,,_709.61_4.65__,,,,1.111007618,0.835714602,0.93034304,0.877430933,0.803062676,0.968735701,1.281246566,1.268588015,1.184260887,1.177929638,1.157563126,0.914620583,0.48235963,0.417273923,0.506182257,0.942229119,1.061680024,0.939332694,1.082554232,0.921239123,0.965965907,1.058983684,0.997836959
_709.54278_4.18_,418,2757,70954278,[M-H]-,,,_709.543_4.18_[M-H]-_,,,,1.143272733,1.236365026,1.070615892,0.8503734,0.756880131,0.803709921,1.787609684,1.659652554,1.508661889,1.036839326,1.180887387,1.204774532,0.596010746,0.283323374,0.373635477,1.00625619,1.010873985,1.030091749,0.984274102,0.949840132,0.968328292,1.000069842,1.04457973
_709.29096_0.97_,97,266,70929096,[M+HCOO]-,,,_709.291_0.97__,,,,2.220037738,2.18241507,1.509445087,1.709147812,1.714572733,1.616855253,1.260750143,1.0667209,1.780538591,NA,NA,NA,NA,NA,NA,1.032771869,0.982725768,0.952246844,1.010669464,1.006867857,1.006269461,0.984720335,1.044037198
_709.29027_1.02_,102,2682,70929027,[M+HCOO]-,,,_709.29_1.02__,,,,1.201559026,1.203339662,0.938472402,0.969511222,0.921765075,0.881172954,0.87992486,0.742493946,1.225603581,NA,NA,NA,NA,NA,NA,0.926347907,1.048216704,0.960459534,1.042394706,0.967747265,1.025912648,0.991694572,1.049258984
_709.19331_1.5_,15,267,70919331,[M+HCOO]-,,,_709.193_1.5__,,,,NA,NA,NA,0.33059325,0.327120051,0.318142338,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991114572,1.066242755,0.93838124,0.98207452,1.089663609,0.967738738,0.928633479,1.071767478
_708.6973_5.1_,51,2957,7086973,[M+NH4]+,,,_708.697_5.1__,,,,1.087708761,1.016629829,1.169750896,0.754387815,0.777899297,0.682190524,1.125181545,1.122036722,0.914878399,1.281585277,1.554435346,1.299961143,0.719331896,0.417585251,0.403608,0.981865177,0.990159584,1.044022081,0.968912725,1.02685875,0.957682861,0.999125781,1.008394337
_708.4959_2.3_,23,2687,7084959,[M+NH4]+,,,_708.496_2.3__,,,,1.830616834,1.520543833,1.442406272,1.605179393,1.600535893,1.569194301,1.183134125,0.916966371,0.935355927,NA,NA,NA,NA,NA,NA,1.066556449,0.932440194,0.981903889,0.985016929,0.99481716,1.094891528,0.916510459,1.0437755
_708.49044_0.98_,98,2619,70849044,"[M+NH4]+, [M+Na]+, [M+K]+",,,_708.49_0.98_[M+NH4]+_,,,,2.336121864,2.293211291,2.005405053,0.450758521,0.317591402,0.408210711,2.982196035,3.038557524,2.839366345,0.919773625,NA,0.15124978,0.041675606,0.028653904,NA,1.047002539,1.000308127,1.005035156,0.959735346,0.972223656,0.982004404,0.996997222,0.984161524
_708.47347_0.64_,64,2523,70847347,[M+NH4]+,,,_708.473_0.64__,,,,1.522760686,1.419134696,1.095113574,1.644279681,1.072040225,1.45536597,1.488948685,1.150792254,1.286488711,NA,NA,NA,NA,NA,NA,1.061543844,0.981373367,0.9350757,1.039931304,0.930819718,1.007578723,0.986047749,1.045246588
_708.43762_0.63_,63,2513,70843762,[M+H]+,,,_708.438_0.63_[M+H]+_,,,,NA,1.109592599,1.026573606,1.346666311,1.023876313,1.363754353,NA,0.988894888,1.173898209,NA,NA,NA,NA,NA,NA,1.002127277,1.026799391,0.986511989,0.960701778,1.025360668,1.019098181,0.958105926,1.007804019
_707.67897_4.66_,466,291,70767897,[M+NH4]+,,,_707.679_4.66__,,,,0.960853441,0.928616015,1.076064422,0.964873566,0.991211249,0.865610901,1.146970708,1.108088418,0.989105615,1.006888668,0.949666148,0.790517722,0.341877134,0.325371173,0.327410498,0.968791825,1.001507294,1.029636924,1.028481357,0.994963399,0.998011848,1.008073466,0.944449674
_707.61199_4.8_,48,2853,70761199,[M+HCOO]-,,,_707.612_4.8__,,,,1.068758815,0.968417549,0.937393731,0.680429111,0.659425264,0.666832097,0.97334942,0.975868538,1.106092423,2.753000926,2.032943663,1.645930758,0.787423723,0.672389498,0.805086027,1.04134856,1.002891991,0.981307021,1.000320202,0.916025876,1.075724158,0.953713732,1.034672318
_707.61149_5.09_,509,2847,70761149,[M+HCOO]-,,,_707.611_5.09__,,,,1.544807728,1.408649056,1.448133319,1.261840927,1.299985503,1.268258578,1.759073213,1.458010681,1.881010347,1.429137476,1.987219224,1.93169972,0.654267073,0.418358713,0.437201013,1.075080257,1.047017866,0.955654982,0.929553102,0.943478812,1.048654969,0.986814066,1.051280911
_707.59351_4.29_,429,2762,70759351,[M+HCOO]-,,,_707.594_4.29__,,,,0.980919192,0.873277502,0.902474197,0.87929007,0.801305857,0.852097412,1.317841019,1.255341527,1.310637469,1.019083665,0.804725731,0.894450109,0.342143976,0.347457103,0.412148959,1.000148419,1.010867842,0.993955716,0.988701298,1.006769804,0.978016069,1.020492641,0.987485667
_707.54091_4.37_,437,2771,70754091,[M+NH4]+,,,_707.541_4.37__,,,,NA,0.723289184,0.748189219,1.025950616,1.102053593,0.941775503,1.678527679,NA,NA,NA,NA,NA,NA,0.180870317,0.211189042,0.972214619,1.021324571,1.01844095,0.97981358,0.991819112,0.981005759,1.002912579,1.025439818
