Name,RT [min],CCS,m/z meas.,Ions,Original annotation,Molecular Formula,Name for process,Lipidlynx name bulk,Lipidlynx name molecular species,ID confidence,20w1-1,20w1-2,20w1-3,20w2-1,20w2-2,20w2-3,13w-1,13w-2,13w-3,CBO1,CBO2,CBO3,FBO1,FBO2,FBO3,QC01,QC02,QC03,QC04,QC05,QC06,QC07,QC08
Virginiamycin component b_524.24015_0.63_Medium,63,218,52424015,[M-H]-,Virginiamycin component b,C28H35N3O7,Virginiamycin component b_524.24_0.63_[M-H]-_Medium,,,Medium,0.887841473,1.122469329,0.790307351,0.862634747,0.971031719,1.01766141,0.719561775,0.662780456,0.903963644,NA,NA,NA,NA,NA,NA,0.95148135,1.011308149,1.089797085,0.893800076,0.997689244,1.065442264,0.943632596,1.062747148
Ubidecarenone_880.71911_5.72_low,572,3061,88071911,"[M+NH4]+, [M+K]+, [M+H]+, [M+Na]+",Ubidecarenone,C59H90O4,Ubidecarenone_880.719_5.72_[M+NH4]+_low,,,low,1.061057052,1.061920455,1.023029903,1.035543297,1.010286383,1.085493779,1.216616625,1.263481307,1.224471218,0.656605748,0.617834278,0.428717289,0.435087494,0.303052875,0.489350196,1.021380253,0.991044621,0.993546145,0.995137626,0.998726011,0.99134263,1.003004001,1.000155154
Ubidecarenone_880.71721_5.62_Medium,562,3047,88071721,[M+NH4]+,Ubidecarenone,C59H90O4,Ubidecarenone_880.717_5.62_[M+NH4]+_Medium,,,Medium,1.191876049,1.158514758,1.101616532,1.188060964,0.901054839,1.137210903,1.275415529,1.481424248,1.331044938,0.590117931,0.697040265,0.329233792,0.357106626,0.319588546,0.536104981,0.970119897,1.035306863,0.978785811,1.020006277,0.984501516,0.971376809,1.022874607,1.000623584
Tris(butoxyethyl)phosphate_399.25052_1.03_Medium,103,1974,39925052,[M+H]+,Tris(butoxyethyl)phosphate,C18H39O7P,Tris(butoxyethyl)phosphate_399.251_1.03_[M+H]+_Medium,,,Medium,0.719630508,0.737567514,0.976729283,0.849698657,0.779518531,0.946391721,3.658791192,3.107220507,2.861106015,NA,NA,NA,NA,NA,NA,1.031791181,1.013828052,0.926903046,1.044444404,0.936299178,1.064306363,1.006989166,0.937867465
TG(O-64:5)_1024.96088_7.71_low,771,3489,102496088,[M+NH4]+,TG O-20:0_22:1_22:4,C67H122O5,TG O-20:0_22:1_22:4_1024.961_7.71_[M+NH4]+_low,TG(O-64:5),TG(O-20:0_22:1_22:4),low,1.222088252,1.261879481,0.886439384,0.947117227,0.900772287,0.86372189,1.441494431,1.566198042,1.443729402,2.958595923,2.018574672,NA,NA,NA,NA,0.96178675,0.986156404,0.946826795,1.158761352,0.982186807,0.900055279,0.922703131,1.090194387
TG(O-62:5)_996.93008_7.53_low,753,3435,99693008,[M+NH4]+,TG O-18:1_22:1_22:3,C65H118O5,TG O-18:1_22:1_22:3_996.93_7.53_[M+NH4]+_low,TG(O-62:5),TG(O-18:1_22:1_22:3),low,0.878226897,0.80998679,0.786109603,0.624509414,0.606228711,0.575799163,1.409907021,1.29524827,1.380214046,3.574537182,2.22774783,0.878615211,NA,NA,NA,0.941764642,1.070884543,0.98834252,0.970991471,1.017961993,0.993579014,0.997943919,0.992858713
TG(O-62:4)_998.9459_7.71_low,771,3447,9989459,[M+NH4]+,TG O-18:0_22:1_22:3,C65H120O5,TG O-18:0_22:1_22:3_998.946_7.71_[M+NH4]+_low,TG(O-62:4),TG(O-18:0_22:1_22:3),low,0.491015786,0.462001088,0.472823259,0.325916893,0.283712009,0.285931122,0.896849056,0.823220522,0.950366235,4.561605271,3.449200714,1.061612935,NA,NA,NA,0.931417909,1.07661334,0.921855553,1.083810855,0.968822708,1.049075494,1.010522693,0.940320195
TG(O-62:3)_1000.96088_7.83_low,783,3452,100096088,[M+NH4]+,TG O-18:0_22:1_22:2,C65H122O5,TG O-18:0_22:1_22:2_1000.961_7.83_[M+NH4]+_low,TG(O-62:3),TG(O-18:0_22:1_22:2),low,0.578709716,0.559569181,0.478569254,NA,0.478104221,NA,1.438892357,1.344024078,1.193543265,3.178306001,2.775532227,NA,NA,NA,NA,0.901735186,1.104449654,0.989897732,1.020390478,0.884129361,0.990185296,1.032256753,1.034979819
TG(O-60:8)_962.85291_6.84_low,684,3334,96285291,[M+NH4]+,TG O-18:0_20:4_22:4,C63H108O5,TG O-18:0_20:4_22:4_962.853_6.84_[M+NH4]+_low,TG(O-60:8),TG(O-18:0_20:4_22:4),low,1.608269611,1.51718811,1.547985975,1.264717199,1.042522993,1.047344477,2.049722251,1.938629563,1.931170319,1.124681894,0.831251261,0.499133101,0.329177168,NA,0.41064837,0.98420026,0.976356356,1.061666751,0.954128429,1.001701492,1.029706738,0.973804691,0.940347892
TG(O-60:5)_968.89856_7.34_low,734,3381,96889856,[M+NH4]+,TG O-18:1_20:1_22:3,C63H114O5,TG O-18:1_20:1_22:3_968.899_7.34_[M+NH4]+_low,TG(O-60:5),TG(O-18:1_20:1_22:3),low,0.584652093,0.568281875,0.532479221,0.427567801,0.418707656,0.411684069,0.91345385,0.837442509,0.910442894,3.892737723,2.797056837,1.205452881,0.396651589,0.175676077,0.323971126,0.973629636,1.001967719,1.004524956,1.019747792,0.982671628,1.003767428,1.049783445,0.968816402
TG(O-60:4)_970.91512_7.51_low,751,3393,97091512,[M+NH4]+,TG O-16:0_22:1_22:3,C63H116O5,TG O-16:0_22:1_22:3_970.915_7.51_[M+NH4]+_low,TG(O-60:4),TG(O-16:0_22:1_22:3),low,0.430573905,0.409083743,0.369287144,0.303832798,0.26121656,0.258012385,0.78702789,0.619962355,0.768328639,5.250440831,3.887313965,1.179785371,0.247092719,0.1027915,0.166850001,0.970255342,0.978987727,1.013904436,1.027371618,1.080766254,0.962893503,0.982555907,1.001184166
TG(O-60:3)_972.93047_7.66_Medium,766,3402,97293047,[M+NH4]+,TG O-18:0_20:1_22:2,C63H118O5,TG O-18:0_20:1_22:2_972.93_7.66_[M+NH4]+_Medium,TG(O-60:3),TG(O-18:0_20:1_22:2),Medium,0.811865598,0.84383548,0.697252202,0.602120083,0.544030579,0.602883027,1.808919152,1.721506933,1.760439377,2.938557377,NA,0.87072064,0.145062069,0.119537315,NA,0.972242194,1.018469204,1.012873668,1.015177911,0.988914266,0.957969074,1.047516989,0.975481584
TG(O-60:2)_974.94667_7.84_low,784,3418,97494667,[M+NH4]+,TG O-18:0_20:1_22:1,C63H120O5,TG O-18:0_20:1_22:1_974.947_7.84_[M+NH4]+_low,TG(O-60:2),TG(O-18:0_20:1_22:1),low,0.828522609,0.705677534,0.609414182,0.668039571,0.617047383,0.611099213,1.727376864,1.655684089,1.703381899,2.591964989,2.583391562,0.994877641,0.25064252,0.198449213,0.240693311,0.98915537,0.968472107,1.052721379,0.99868474,1.015373826,0.981525554,1.005186632,0.968812708
TG(O-60:11)_956.80549_6.23_low,623,3287,95680549,[M+NH4]+,TG O-18:1_20:4_22:6,C63H102O5,TG O-18:1_20:4_22:6_956.805_6.23_[M+NH4]+_low,TG(O-60:11),TG(O-18:1_20:4_22:6),low,1.213107666,1.117176546,1.10511318,1.245186842,1.046827692,0.957482298,1.827735518,1.935501798,1.943939034,NA,NA,NA,NA,NA,NA,0.936913872,1.058850453,0.956709699,1.053336453,1.021853854,0.879116036,1.127051165,0.945752807
TG(O-58:5)_940.8677_7.11_Medium,711,3329,9408677,"[M+NH4]+, [M+Na]+",TG O-18:1_18:1_22:3,C61H110O5,TG O-18:1_18:1_22:3_940.868_7.11_[M+NH4]+_Medium,TG(O-58:5),TG(O-18:1_18:1_22:3),Medium,0.628845633,0.594077483,0.607774759,0.445868617,0.411367836,0.417471502,0.792518574,0.824728671,0.775856008,2.863499427,2.209287307,1.198822624,0.367660029,0.233532973,0.333494628,0.956219848,1.019205226,1.005374161,1.016490576,1.019086077,0.986451608,0.989025821,1.019776359
TG(O-58:4)_942.88409_7.33_Medium,733,3344,94288409,"[M+NH4]+, [M+H]+, [M+Na]+",TG O-18:0_18:1_22:3,C61H112O5,TG O-18:0_18:1_22:3_942.884_7.33_[M+NH4]+_Medium,TG(O-58:4),TG(O-18:0_18:1_22:3),Medium,0.251995631,0.237438308,0.218329731,0.176987062,0.166167775,0.189463717,0.355302769,0.320309237,0.361287296,4.561932636,4.035793973,1.689315445,0.281010958,0.127090847,0.222270454,0.922146163,1.018945063,1.004613989,1.028147558,0.980098585,1.027527843,1.01572087,1.032643953
TG(O-58:3)_944.89969_7.5_Medium,75,3355,94489969,[M+NH4]+,TG O-18:0_18:0_22:3,C61H114O5,TG O-18:0_18:0_22:3_944.9_7.5_[M+NH4]+_Medium,TG(O-58:3),TG(O-18:0_18:0_22:3),Medium,0.39742661,0.357383379,0.308873937,0.289428981,0.255313984,0.285308147,0.75726471,0.718459249,0.845877386,4.704599756,5.006290519,1.616400079,0.250327529,0.080952783,0.170162431,0.920279178,1.025769116,1.017248541,1.026491302,1.024408704,0.991651801,1.045630794,0.973517692
TG(O-58:2)_946.91548_7.65_Medium,765,3367,94691548,[M+NH4]+,TG O-18:0_18:1_22:1,C61H116O5,TG O-18:0_18:1_22:1_946.915_7.65_[M+NH4]+_Medium,TG(O-58:2),TG(O-18:0_18:1_22:1),Medium,1.02967554,1.012362163,0.843066687,0.836470989,0.754115487,0.771645295,2.022389737,2.006324627,1.986167061,2.540004165,2.54407286,0.606524144,0.138879672,0.101285216,NA,1.00705886,1.00785322,1.019780125,0.990688833,0.983545668,0.970397276,1.037145104,0.949429069
TG(O-58:1)_948.93077_7.85_low,785,3384,94893077,[M+NH4]+,TG O-20:0_16:0_22:1,C61H118O5,TG O-20:0_16:0_22:1_948.931_7.85_[M+NH4]+_low,TG(O-58:1),TG(O-20:0_16:0_22:1),low,0.861146766,0.845529152,0.785253175,0.725477921,0.67578942,0.660180072,1.898147,1.880185596,1.910020008,2.648853194,2.411900095,1.009947656,NA,0.516083436,0.234130639,0.955568333,1.043178969,1.007653413,0.9664887,1.041431116,0.946808901,1.007631218,1.006712358
TG(O-58:0)_950.94587_8.05_low,805,3397,95094587,[M+NH4]+,TG O-20:0_16:0_22:0,C61H120O5,TG O-20:0_16:0_22:0_950.946_8.05_[M+NH4]+_low,TG(O-58:0),TG(O-20:0_16:0_22:0),low,0.859099911,0.732927458,0.797200125,0.696263523,0.730628501,0.66634582,1.645235735,1.47039831,1.63109877,2.101360674,1.952665836,1.558697402,0.402443291,0.572470165,NA,0.993482252,0.994319065,1.039894482,0.988672926,0.951582401,1.061346186,1.010463143,0.944181898
TG(O-56:8)_906.78986_6.39_High,639,3224,90678986,[M+NH4]+,TG O-16:0_20:4_20:4,C59H100O5,TG O-16:0_20:4_20:4_906.79_6.39_[M+NH4]+_High,TG(O-56:8),TG(O-16:0_20:4_20:4),High,1.50641583,1.428946262,1.508216703,1.237678721,1.044993378,1.036464006,1.716046538,1.726836548,1.590097171,0.509252694,0.544008399,NA,NA,0.620425503,0.57524453,0.95444365,1.087356818,1.001135607,0.937361123,1.040008722,0.795583517,1.140816898,0.989470597
TG(O-56:7)_908.80682_6.59_Medium,659,3236,90880682,[M+NH4]+,TG O-16:0_18:1_22:6,C59H102O5,TG O-16:0_18:1_22:6_908.807_6.59_[M+NH4]+_Medium,TG(O-56:7),TG(O-16:0_18:1_22:6),Medium,1.342637673,1.221309516,1.252029202,1.248657458,1.159507147,1.154786638,1.721789561,1.587690667,1.590751339,1.09390692,0.964886136,0.603631968,0.462637979,0.391130183,0.502860058,1.005229929,1.0330876,0.974448925,0.958779425,1.029607706,1.0120717,0.933706424,1.015390845
TG(O-56:5)_912.83689_6.88_low,688,3281,91283689,[M+NH4]+,TG O-16:0_18:1_22:4,C59H106O5,TG O-16:0_18:1_22:4_912.837_6.88_[M+NH4]+_low,TG(O-56:5),TG(O-16:0_18:1_22:4),low,1.06396619,1.116432849,1.015499712,0.743762958,0.708211361,0.743680244,0.996076245,0.988664689,0.908456976,1.939524158,1.509085847,0.768035768,0.489571879,0.314726176,0.534299727,0.970045003,1.019833386,1.022086458,0.987211943,1.013393886,0.952513001,1.039837966,0.994434915
TG(O-56:4)_914.8529_7.1_Medium,71,3284,9148529,"[M+NH4]+, [M+H]+, [M+Na]+, [M+K]+",TG O-16:0_18:1_22:3,C59H108O5,TG O-16:0_18:1_22:3_914.853_7.1_[M+NH4]+_Medium,TG(O-56:4),TG(O-16:0_18:1_22:3),Medium,0.292365089,0.29611158,0.260823774,0.189803432,0.177774541,0.185651138,0.317442994,0.306816525,0.356022989,3.283224298,2.710263148,1.400431528,0.258936005,0.117104493,0.209880854,0.889247017,1.030317158,1.014257861,1.044968898,1.035498865,0.965454119,1.017269964,1.02674638
TG(O-56:3)_916.86904_7.34_Medium,734,331,91686904,"[M+NH4]+, [M+H]+, [M+Na]+",TG O-16:0_18:0_22:3,C59H110O5,TG O-16:0_18:0_22:3_916.869_7.34_[M+NH4]+_Medium,TG(O-56:3),TG(O-16:0_18:0_22:3),Medium,0.203398789,0.199768523,0.18532969,0.142431536,NA,0.146575855,NA,0.282428633,NA,4.700668978,4.111891587,1.465561282,0.214780518,0.093071785,NA,0.926662242,0.987627442,1.025921457,1.038266269,1.001255479,1.025858908,1.016569848,1.015251833
TG(O-56:2)_918.8841_7.47_Medium,747,3311,9188841,[M+NH4]+,TG O-18:0_18:1_20:1,C59H112O5,TG O-18:0_18:1_20:1_918.884_7.47_[M+NH4]+_Medium,TG(O-56:2),TG(O-18:0_18:1_20:1),Medium,0.596157724,0.52634546,0.49348643,0.633526914,0.545302838,0.584143368,1.152867858,1.080200708,1.165033287,3.790820299,3.690155137,1.002088117,0.228246614,0.116302773,0.164953322,0.985341346,1.000155466,1.002300735,1.012040466,1.016791901,1.002183741,0.999825236,0.982025267
TG(O-56:1)_920.90024_7.67_low,767,333,92090024,"[M+NH4]+, [M+H]+",TG O-18:0_16:0_22:1,C59H114O5,TG O-18:0_16:0_22:1_920.9_7.67_[M+NH4]+_low,TG(O-56:1),TG(O-18:0_16:0_22:1),low,0.765041666,0.752039258,0.654504016,0.709620375,0.665302638,0.72719326,1.654424459,1.529398872,1.696792051,2.875186251,3.753931698,0.851416443,0.243392263,0.165303029,0.181550299,0.971110058,1.030751286,1.004597652,0.996971627,0.996007543,0.982498795,1.02044211,0.982493172
TG(O-54:6)_882.79138_6.59_low,659,3197,88279138,[M+NH4]+,TG O-16:0_16:0_22:6,C57H100O5,TG O-16:0_16:0_22:6_882.791_6.59_[M+NH4]+_low,TG(O-54:6),TG(O-16:0_16:0_22:6),low,1.217353994,1.267402434,1.222976081,1.223426455,1.230468953,1.247420607,1.385210452,1.381970037,1.311152697,1.310589054,1.122409491,0.75877393,0.60777382,0.545194427,0.553545307,1.005220223,0.996392662,1.01243054,0.960174231,1.026310708,0.996616505,0.962836356,1.009630272
TG(O-54:5)_884.8065_6.71_High,671,3213,8848065,[M+NH4]+,TG O-18:1_16:0_20:4,C57H102O5,TG O-18:1_16:0_20:4_884.807_6.71_[M+NH4]+_High,TG(O-54:5),TG(O-18:1_16:0_20:4),High,1.775228318,1.680672211,1.662588176,1.437899996,1.4820747,1.477371007,1.601343263,1.694822963,1.558779168,NA,NA,NA,NA,NA,0.196143109,1.055643133,0.99634165,0.977974744,0.978930301,0.967560157,1.032052927,1.003259886,0.958746218
TG(O-54:4)_886.82051_6.84_Medium,684,3214,88682051,[M+NH4]+,TG O-18:0_16:1_20:3,C57H104O5,TG O-18:0_16:1_20:3_886.821_6.84_[M+NH4]+_Medium,TG(O-54:4),TG(O-18:0_16:1_20:3),Medium,0.80519202,0.777686301,0.80480857,0.454800831,0.496317119,0.391067192,0.919177153,0.840022193,0.897609927,3.052451854,2.226473884,0.966130556,0.501836912,0.289891909,0.5332548,0.964547545,1.004505825,1.003117841,1.004024942,1.028457109,0.961703078,1.008750478,1.008400006
TG(O-54:3)_888.83702_7.07_High,707,324,88883702,"[M+NH4]+, [M+Na]+, [M+H]+",TG O-16:0_16:0_22:3,C57H106O5,TG O-16:0_16:0_22:3_888.837_7.07_[M+NH4]+_High,TG(O-54:3),TG(O-16:0_16:0_22:3),High,0.586793416,0.530163679,0.517846636,0.392812166,0.389695277,0.440358035,0.855157691,0.768708534,0.876189816,3.074910097,2.634560753,1.118735763,0.491126717,0.208033262,0.379613832,0.962255546,1.02949693,0.985916727,1.000348594,1.016643812,0.986540194,1.013051673,1.000917096
TG(O-54:2)_890.85292_7.25_Medium,725,3255,89085292,"[M+NH4]+, [M+H]+, [M+K]+, [M+Na]+",TG O-16:0_18:1_20:1,C57H108O5,TG O-16:0_18:1_20:1_890.853_7.25_[M+NH4]+_Medium,TG(O-54:2),TG(O-16:0_18:1_20:1),Medium,0.61448635,0.580688913,0.504510634,0.578734249,0.535341545,0.598722467,1.027290214,0.986582795,1.02134317,2.99570407,3.036368803,1.111229201,0.381837633,0.159742789,0.309049257,0.97816027,1.004334032,1.016976264,0.998168333,1.003382173,0.992805024,1.024245477,0.97426171
TG(O-54:1)_892.86921_7.48_High,748,3274,89286921,"[M+NH4]+, [M+K]+, [M+Na]+, [M+H]+",TG O-18:0_16:0_20:1,C57H110O5,TG O-18:0_16:0_20:1_892.869_7.48_[M+NH4]+_High,TG(O-54:1),TG(O-18:0_16:0_20:1),High,0.585367508,0.536274146,0.48489283,0.553890929,0.508744548,0.535224547,1.220031112,1.15173941,1.231370067,3.386583346,3.58246808,0.937207075,0.288853901,0.148889758,0.217333665,0.994153633,0.964087898,0.996092745,1.036627003,1.022444537,0.988063307,0.976060901,0.994436897
TG(O-54:0)_894.88437_7.69_Medium,769,3288,89488437,[M+NH4]+,TG O-16:0_18:0_20:0,C57H112O5,TG O-16:0_18:0_20:0_894.884_7.69_[M+NH4]+_Medium,TG(O-54:0),TG(O-16:0_18:0_20:0),Medium,0.654917534,0.647198703,0.566270792,0.58389751,0.557314769,0.546541405,1.564656953,1.478628043,1.605429723,2.407237041,3.92550947,0.959559534,0.399446205,0.241148577,0.256455182,0.964622581,1.034144515,1.006657453,0.943575526,1.064327206,0.978214636,1.013652323,0.978027253
TG(O-52:4)_858.78941_6.57_High,657,3146,85878941,[M+NH4]+,TG O-18:1_16:1_18:2,C55H100O5,TG O-18:1_16:1_18:2_858.789_6.57_[M+NH4]+_High,TG(O-52:4),TG(O-18:1_16:1_18:2),High,0.736558043,0.733211481,0.622468571,0.447383469,0.462712521,0.443768872,0.920893887,0.857192236,0.893348961,2.317458981,2.162578221,1.095565797,1.318793183,0.52882173,1.046115566,0.972642539,0.999584084,0.981166935,1.027442472,0.998660514,1.080500185,1.043069,0.911843983
TG(O-52:3)_860.8062_6.81_High,681,3171,8608062,"[M+NH4]+, [M+Na]+",TG O-18:1_16:1_18:1,C55H102O5,TG O-18:1_16:1_18:1_860.806_6.81_[M+NH4]+_High,TG(O-52:3),TG(O-18:1_16:1_18:1),High,0.841848082,0.835841129,0.825898449,0.652332433,0.586323534,0.638336262,1.126228361,1.082240011,1.156469457,1.916956969,1.543383403,0.605870255,0.781831567,0.384701973,0.81781495,0.991600671,1.004908828,0.981250588,1.037704186,1.006239337,0.984428542,1.009293683,0.980275028
TG(O-52:2)_862.82269_7.02_Medium,702,3197,86282269,"[M+NH4]+, [M+K]+, [M+Na]+, [M+H]+",TG O-18:1_16:0_18:1,C55H104O5,TG O-18:1_16:0_18:1_862.823_7.02_[M+NH4]+_Medium,TG(O-52:2),TG(O-18:1_16:0_18:1),Medium,0.988900333,0.932450458,0.899917777,0.83053523,0.766214185,0.785169932,1.160517705,1.160003085,1.16653328,1.609842862,1.54918908,0.868815925,0.545122582,0.247017669,0.433189736,1.002936935,0.991271171,0.987077954,1.031913652,0.993989221,0.978580101,1.025656815,0.961811054
TG(O-52:1)_864.8386_7.27_High,727,3217,8648386,"[M+NH4]+, [M+H]+, [M+Na]+, [M+K]+",TG O-18:0_16:0_18:1,C55H106O5,TG O-18:0_16:0_18:1_864.839_7.27_[M+NH4]+_High,TG(O-52:1),TG(O-18:0_16:0_18:1),High,0.772867848,0.717781794,0.629138766,0.673326263,0.642107006,0.656586939,1.248183916,1.118582991,1.199527659,1.935811973,2.018398053,0.975826529,0.482407488,0.20425719,0.325086801,0.980874612,0.996094269,0.996853,1.019760172,1.031234378,0.991603469,0.995115697,0.976685333
TG(O-52:0)_866.85384_7.49_High,749,3232,86685384,"[M+NH4]+, [M+H]+, [M+Na]+, [M+K]+",TG O-18:0_16:0_18:0,C55H108O5,TG O-18:0_16:0_18:0_866.854_7.49_[M+NH4]+_High,TG(O-52:0),TG(O-18:0_16:0_18:0),High,0.781018187,0.659927644,0.650356448,0.633628883,0.584576134,0.573855638,1.376694373,1.289615748,1.361966493,2.532785824,3.198613688,0.767750406,0.451016296,0.258028166,0.308415398,0.987104461,0.981855061,1.004245302,1.026077137,1.017174073,1.002574822,0.98536571,0.988879413
TG(O-50:3)_832.77472_6.56_High,656,3108,83277472,[M+NH4]+,TG O-18:1_16:1_16:1,C53H98O5,TG O-18:1_16:1_16:1_832.775_6.56_[M+NH4]+_High,TG(O-50:3),TG(O-18:1_16:1_16:1),High,0.605271639,0.680807295,0.639306572,0.518146252,0.510138849,0.501360882,0.910501072,0.84302329,0.930910245,2.377842463,2.049068673,0.823265219,1.117023303,0.629549461,1.100917449,0.959819008,0.991973229,1.011673348,1.025644976,1.028339522,0.979033586,1.02356118,0.997933143
TG(O-50:2)_834.79063_6.81_High,681,3133,83479063,"[M+NH4]+, [M+H]+, [M+Na]+",TG O-18:1_16:0_16:1,C53H100O5,TG O-18:1_16:0_16:1_834.791_6.81_[M+NH4]+_High,TG(O-50:2),TG(O-18:1_16:0_16:1),High,0.779980412,0.785519065,0.750949628,0.673186439,0.651241614,0.648036358,0.929533486,0.930418361,0.942293911,2.04492198,1.748073748,0.596322047,0.692131849,0.317977789,0.621672146,0.981755643,0.987820542,1.008108969,1.014973857,1.026847965,0.967916575,1.011473593,0.99183622
TG(O-50:1)_836.80716_7.03_High,703,3158,83680716,"[M+NH4]+, [M+H]+, [M+K]+, [M+Na]+",TG O-16:0_16:0_18:1,C53H102O5,TG O-16:0_16:0_18:1_836.807_7.03_[M+NH4]+_High,TG(O-50:1),TG(O-16:0_16:0_18:1),High,1.193189677,1.052896717,1.05060458,1.030588411,0.92705535,0.948149672,1.084579246,1.068717483,1.058535281,1.735379054,1.581566842,0.711460596,0.446992541,0.21106004,0.330076588,0.995967477,1.004870692,0.978110879,1.031933,0.994561991,0.993487455,1.012403534,0.961694215
TG(O-50:0)_838.82208_7.28_High,728,3173,83882208,"[M+NH4]+, [M+Na]+, [M+K]+, [M+H]+",TG O-18:0_16:0_16:0,C53H104O5,TG O-18:0_16:0_16:0_838.822_7.28_[M+NH4]+_High,TG(O-50:0),TG(O-18:0_16:0_16:0),High,1.023110559,0.854149461,0.830475705,0.798555627,0.772538263,0.797621374,1.241935327,1.16726727,1.149287978,2.126287909,2.344138274,0.728896724,0.430674018,0.219657684,0.252353333,1.037873843,0.963403144,0.985202057,1.044949885,1.020331793,0.966203611,1.019198063,0.966895181
TG(O-48:2)_806.75934_6.56_High,656,3074,80675934,[M+NH4]+,TG O-16:0_16:1_16:1,C51H96O5,TG O-16:0_16:1_16:1_806.759_6.56_[M+NH4]+_High,TG(O-48:2),TG(O-16:0_16:1_16:1),High,0.555698591,0.548010189,0.56010222,0.435960156,0.491173275,0.434237005,0.664302336,0.635718175,0.732534415,2.460499482,2.013476854,0.781840225,0.932539693,0.40556319,0.711244891,1.054597787,0.980048584,0.941793322,1.019437315,1.042784791,1.016836378,0.989082358,0.979493054
TG(O-48:1)_808.77498_6.8_High,68,3096,80877498,"[M+NH4]+, [M+H]+",TG O-18:1_14:0_16:0,C51H98O5,TG O-18:1_14:0_16:0_808.775_6.8_[M+NH4]+_High,TG(O-48:1),TG(O-18:1_14:0_16:0),High,0.749930705,0.728878368,0.702556735,0.764925232,0.715941171,0.758278935,0.823403506,0.771556198,0.837007391,1.970500972,1.838733148,0.655352591,0.670970907,0.32332543,0.477897153,0.991662176,0.991264543,0.999569761,0.999532664,1.045892272,0.99007614,0.983949355,0.999812035
TG(O-48:0)_810.79036_7.04_High,704,3114,81079036,"[M+NH4]+, [M+Na]+",TG O-16:0_16:0_16:0,C51H100O5,TG O-16:0_16:0_16:0_810.79_7.04_[M+NH4]+_High,TG(O-48:0),TG(O-16:0_16:0_16:0),High,1.263849681,1.095938356,1.123355433,1.048174634,1.080087287,1.041581276,1.085053348,1.076684259,1.041722403,1.849321465,1.689203874,0.593329411,0.451376127,0.239506945,0.300873902,0.962131427,1.06202847,0.986695909,1.006804453,0.97701953,1.016611801,1.015908707,0.946200095
TG(O-46:1)_780.74359_6.53_High,653,3038,78074359,[M+NH4]+,TG O-16:1_14:0_16:0,C49H94O5,TG O-16:1_14:0_16:0_780.744_6.53_[M+NH4]+_High,TG(O-46:1),TG(O-16:1_14:0_16:0),High,0.410794399,0.358668136,0.429886126,0.555324461,0.391738438,0.403711496,0.41034335,0.516672224,0.340922337,2.12686182,2.075186926,1.104279538,1.108631269,0.490166561,0.77719738,0.925228554,1.030408691,0.983364808,1.019059067,1.097511656,0.952808222,0.955475366,1.009948346
TG(O-46:0)_782.75904_6.78_High,678,3058,78275904,[M+NH4]+,TG O-16:0_14:0_16:0,C49H96O5,TG O-16:0_14:0_16:0_782.759_6.78_[M+NH4]+_High,TG(O-46:0),TG(O-16:0_14:0_16:0),High,0.644932264,0.690083182,0.730196621,0.842394272,0.742834732,0.813409021,0.65623834,0.577483806,0.670491073,1.854812861,1.870794474,0.748389872,0.714054359,0.296535107,0.422331474,0.951872752,1.014900185,1.028717247,0.972498233,1.053011114,1.015316802,1.007232461,0.93829202
TG(72:7)_1147.0357_7.74_low,774,3648,11470357,[M+NH4]+,TG 18:1_18:1_36:5,C75H132O6,TG 18:1_18:1_36:5_1147.036_7.74_[M+NH4]+_low,TG(72:7),TG(18:1_18:1_36:5),low,0.457786324,0.744755474,0.487494528,0.355998697,0.354732931,0.457779066,1.213033493,1.122313356,1.270158709,2.014832397,2.942562484,1.089065715,1.814211537,NA,0.507765805,0.954030221,1.047997306,0.972092677,0.970383452,1.056194249,0.948317405,1.054501278,1.003781837
TG(72:6)_1149.05201_7.9_low,79,3651,114905201,[M+NH4]+,TG 18:1_18:1_36:4,C75H134O6,TG 18:1_18:1_36:4_1149.052_7.9_[M+NH4]+_low,TG(72:6),TG(18:1_18:1_36:4),low,0.251400566,0.222163724,0.179970713,NA,NA,0.22467871,0.542783217,0.552926431,0.712345052,3.117676033,4.55468131,1.427862633,1.908634773,NA,1.033378457,0.898434817,1.141746329,0.906015239,0.984395696,1.065546176,1.042256352,0.923569268,1.064172738
TG(72:5)_1151.06689_8.05_low,805,3656,115106689,[M+NH4]+,TG 18:1_18:1_36:3,C75H136O6,TG 18:1_18:1_36:3_1151.067_8.05_[M+NH4]+_low,TG(72:5),TG(18:1_18:1_36:3),low,NA,NA,NA,NA,NA,NA,0.209639632,NA,0.179373012,3.655769553,6.10476987,1.362169534,1.034233204,NA,NA,1.093148287,0.894197474,0.882544214,1.110385027,1.092196068,0.792724379,1.066052264,1.02323614
TG(70:7)_1119.00387_7.56_Medium,756,3611,111900387,[M+NH4]+,TG 18:1_18:1_34:5,C73H128O6,TG 18:1_18:1_34:5_1119.004_7.56_[M+NH4]+_Medium,TG(70:7),TG(18:1_18:1_34:5),Medium,1.174807606,1.24238618,1.082733843,0.89724791,0.814901456,0.818675886,1.72111355,1.769963914,1.791300826,0.943545738,1.124021272,0.432219989,1.101261399,0.279321553,0.596819193,1.002332934,1.024446498,0.934716551,1.006761563,1.056619429,0.976789485,1.024142704,0.950785598
